"","Object","Ch1.mean","Ch2_d1.mean","Ch3_d1.mean","Ch4_d1.mean","Ch5_d1.mean","Ch6_d1.mean","Ch7_d1.mean","Ch1..pixels","Ch1.sum","Ch1.max","Ch1.SD","Ch1.AR","Ch1.F_min","Ch1.F_max","Ch1.mean_th","Ch1.mean_sq","Ch1_d0.mean","Ch1_d0.sum","Ch1_d0.max","Ch1_d0.SD","Ch1_d0.mean_th","Ch1_d0.mean_sq"
"17260","Disease A",59,4,2,1,1,2,0,434,25686,112,15.9705951,1.667038381,4.257453243,7.097337963,75,5625,59,25686,112,52.76561075,75,3481
"21903","Disease A",60,4,2,1,1,3,0,125,7620,98,15.71445195,1.510327836,3.601100286,5.438842003,79,6241,60,7620,98,50.98360521,79,3600
"606","Normal",40,7,2,0,0,5,0,319,12939,76,11.45401054,1.897158867,3.927785373,7.451632848,46,2116,40,12939,76,34.58953218,46,1600
"3124","Normal",49,32,0,0,0,12,1,151,7530,97,17.01090418,1.415714051,5.173807046,7.324631333,58,3364,49,7530,97,40.53720391,58,2401
"3773","Normal",39,2,2,0,0,8,1,570,22301,58,7.944544636,1.394278885,4.573945655,6.377355849,42,1764,39,22301,58,37.8557048,42,1521
"17835","Disease A",61,3,2,1,1,1,0,80,4959,100,18.2660888,1.841622611,2.172663266,4.001225796,72,5184,61,4959,100,48.4490712,72,3721
"22139","Disease A",43,2,3,1,0,22,3,21,906,49,1.988059595,3.412107816,0.624264069,2.130056308,43,1849,43,906,49,33.12170918,43,1849
"311","Normal",38,2,3,0,0,3,0,172,6591,62,7.543285941,1.353677353,4.945584412,6.694725618,45,2025,38,6591,62,34.01658282,45,1444
"8425","Normal",38,4,1,0,0,2,0,287,10925,61,6.67070145,1.546518909,4.219222783,6.525107816,41,1681,38,10925,61,33.93239846,41,1444
"5249","Normal",38,2,1,0,0,6,0,162,6271,57,6.310876365,1.552120139,3.210600386,4.983237515,39,1521,38,6271,57,35.02759054,39,1444
"22473","Disease A",53,4,7,3,0,45,7,233,12446,90,11.76522847,1.98096163,3.754164325,7.436855481,59,3481,53,12446,90,48.8419541,59,2809
"251","Normal",38,1,3,0,0,1,0,212,8201,59,7.366100323,1.516525078,3.833911476,5.814222901,43,1849,38,8201,59,36.96198965,43,1444
"28592","Disease A",54,2,0,0,0,0,0,135,7405,81,9.907348563,2.142802192,2.211709055,4.739255011,63,3969,54,7405,81,46.91860564,63,2916
"14714","Normal",39,13,1,0,0,2,0,212,8406,63,7.925359345,1.533778239,4.414657089,6.771104977,43,1849,39,8406,63,37.74729779,43,1521
"7646","Normal",37,7,1,0,0,7,0,614,23286,65,7.446770937,1.54645073,3.770090803,5.830259674,41,1681,37,23286,65,35.76176602,41,1369
"13097","Normal",35,3,16,2,0,4,0,116,4159,46,5.262915149,2.022444324,3.296975504,6.667949394,39,1521,35,4159,46,32.05020308,39,1225
"26494","Disease A",53,5,2,1,1,3,0,44,2374,93,13.57638324,1.534238242,3.737335904,5.733963669,75,5625,53,2374,93,50.76326517,75,2809
"3893","Normal",45,5,2,0,0,4,0,288,13077,76,11.62626935,1.567704139,5.050731746,7.918053065,56,3136,45,13077,76,40.67921596,56,2025
"8638","Normal",39,4,5,0,0,10,0,194,7575,65,8.826506472,2.367173663,3.186928941,7.544014257,42,1764,39,7575,65,35.00485975,42,1521
"23859","Disease A",65,3,1,0,0,2,0,218,14291,137,23.09324934,2.085841869,2.39616855,4.998028688,82,6724,65,14291,137,62.11339143,82,4225
"22090","Disease A",52,2,3,1,0,15,2,21,1099,66,6.636838031,2.961131723,1.040440115,3.080880229,53,2809,52,1099,66,44.4693581,53,2704
"8226","Normal",40,3,3,0,0,4,0,197,7963,67,9.369461139,1.424892134,3.362328424,4.790955324,44,1936,40,7963,67,36.59540067,44,1600
"9331","Normal",41,16,2,0,0,8,0,67,2782,59,7.983191297,2.020174268,2.651650429,5.356795966,47,2209,41,2782,59,36.43456617,47,1681
"26781","Disease A",51,3,7,5,0,74,15,213,11064,78,8.554163251,1.862224059,3.619172379,6.739709879,59,3481,51,11064,78,48.11215379,59,2601
"13616","Normal",39,3,8,0,0,2,0,460,18006,66,8.332623158,1.862328282,3.568952629,6.646561417,42,1764,39,18006,66,36.51503562,42,1521
"24371","Disease A",47,2,0,0,0,1,0,43,2022,60,6.493288127,2.454733653,1.289936032,3.166449387,48,2304,47,2022,60,36.29530048,48,2209
"25825","Disease A",76,3,4,2,0,18,2,23,1755,104,18.40014178,1.346291202,4,5.385164807,91,8281,76,1755,104,68.0632698,91,5776
"11216","Normal",37,3,1,0,0,4,0,284,10529,65,8.18212583,2.089985858,3.027976101,6.328427231,39,1521,37,10529,65,38.05606502,39,1369
"1879","Normal",52,3,6,0,0,5,0,149,7776,86,16.43331042,1.348112946,3.399048519,4.582301312,60,3600,52,7776,86,45.57440999,60,2704
"3508","Normal",36,13,2,0,0,8,0,46,1692,54,6.975111032,3.116259748,1.666666667,5.193766247,37,1369,36,1692,54,31.00981612,37,1296
"9313","Normal",33,10,3,0,0,3,0,20,660,37,2.966479395,1.824045318,1.5,2.736067977,33,1089,33,660,37,28.46049894,33,1089
"77","Normal",47,4,3,0,0,7,0,610,29013,83,14.22160674,2.282588125,3.592228627,8.199578408,53,2809,47,29013,83,45.52538474,53,2209
"20431","Disease A",72,7,3,0,2,3,0,27,1960,112,24.00617205,1.761742052,3.807710626,6.708203932,101,10201,72,1960,112,64.81283595,101,5184
"27827","Disease A",42,2,0,0,0,1,0,67,2854,54,3.409819009,2.908442019,1.127356962,3.278852358,43,1849,42,2854,54,35.3882517,43,1764
"11564","Normal",36,17,2,0,0,4,0,264,9654,52,6.295140021,1.568992412,4.552874228,7.143425115,40,1600,36,9654,52,33.51237899,40,1296
"11043","Normal",38,11,1,0,0,4,0,718,27655,76,8.53780712,1.585477492,4.523064233,7.171216537,44,1936,38,27655,76,37.97090588,44,1444
"5496","Normal",35,11,1,0,0,5,0,141,5025,48,3.86198053,1.339868045,3.693918385,4.949363206,36,1296,35,5025,48,32.41694242,36,1225
"24000","Disease A",46,3,2,1,0,13,2,175,8154,86,7.746704368,1.745742459,2.618347727,4.570960801,48,2304,46,8154,86,41.5931313,48,2116
"18620","Disease A",60,4,7,4,0,56,10,457,27722,123,18.39096439,1.540142479,4.870949567,7.501956343,74,5476,60,27722,123,60.79648225,74,3600
"4227","Normal",41,8,3,0,0,5,0,148,6151,81,11.60702257,1.837305612,2.723175493,5.003305615,46,2116,41,6151,81,37.05930237,46,1681
"3169","Normal",37,4,3,0,0,6,0,21,782,56,7.006799419,1.520036496,1.383883476,2.103553391,38,1444,37,782,56,29.44728947,38,1369
"23847","Disease A",56,2,3,1,0,20,3,166,9379,89,12.77539993,2.098163738,1.99970043,4.195698928,65,4225,56,9379,89,49.16734395,65,3136
"23992","Disease A",55,2,1,1,1,3,0,20,1109,69,8.789197916,1.336775368,4.028473995,5.385164807,61,3721,55,1109,69,49.47524634,61,3025
"11302","Normal",35,2,6,0,0,7,0,50,1760,46,5.027922036,1.613888301,6.673528524,10.77032961,41,1681,35,1760,46,33.26740146,41,1225
"837","Normal",57,29,1,0,0,3,0,127,7259,116,21.13119871,1.391469493,3.261203875,4.537865702,65,4225,57,7259,116,49.64908354,65,3249
"19296","Disease A",75,5,4,2,0,21,3,394,29757,160,29.38550007,2.191243651,7.83162322,17.16099466,124,15376,75,29757,160,74.65234143,124,5625
"12878","Normal",38,4,1,0,0,3,0,596,22717,61,7.562158529,1.632337528,7.50492492,12.25057059,46,2116,38,22717,61,35.43085714,46,1444
"11930","Normal",32,3,1,0,0,3,0,83,2662,39,3.065548949,1.595055555,2.542476663,4.055391524,32,1024,32,2662,39,28.78733825,32,1024
"18400","Disease A",60,3,2,1,0,12,1,216,13104,110,16.87933758,2.010712049,2.730169766,5.489585245,76,5776,60,13104,110,57.3353924,76,3600
"3548","Normal",43,5,1,0,0,1,0,209,9149,75,11.05878161,1.502994895,2.838422687,4.26613481,49,2401,43,9149,75,38.74626082,49,1849
"20070","Disease A",61,4,5,2,0,22,3,159,9788,128,18.20031792,2.012371616,2.049875523,4.125111318,68,4624,61,9788,128,56.6892112,68,3721
"26404","Disease A",45,3,2,1,0,14,2,36,1631,57,4.913134324,2.06366884,1.382237813,2.852481105,46,2116,45,1631,57,36.78088272,46,2025
"21148","Disease A",74,5,2,1,0,8,1,61,4536,134,24.1504845,2.128673296,5.656854249,12.04159458,127,16129,74,4536,134,69.83223456,127,5476
"9098","Normal",37,3,7,0,0,5,0,309,11454,58,7.012702299,1.757081315,6.124351898,10.76098429,39,1521,37,11454,58,34.500598,39,1369
"15405","Disease A",73,5,7,3,0,35,5,144,10521,156,26.18271801,1.468769167,3.294485357,4.838838515,91,8281,73,10521,156,65.9210913,91,5329
"10321","Normal",36,2,1,0,0,6,0,141,5134,48,5.22745073,1.330995711,3.449395312,4.591130367,38,1444,36,5134,48,32.96634863,38,1296
"21271","Disease A",73,5,24,7,2,12,1,955,69981,176,25.85082052,1.571772143,10.39834834,16.34383426,124,15376,73,69981,176,69.39379244,124,5329
"24355","Disease A",53,3,1,1,1,1,0,22,1176,73,12.17672892,1.908603404,2,3.817206808,67,4489,53,1176,73,45.0176733,67,2809
"14044","Normal",33,3,1,0,0,6,0,170,5660,45,4.199439739,1.477086566,3.597915736,5.314432998,34,1156,33,5660,45,31.92371422,34,1089
"27568","Disease A",49,6,2,1,1,9,1,100,4971,63,6.676825593,1.819993168,3.214213562,5.849846724,52,2704,49,4971,63,43.75682804,52,2401
"28311","Disease A",45,3,2,1,1,2,0,85,3844,62,5.448151332,2.110246622,1.631443045,3.442747175,46,2116,45,3844,62,38.6577745,46,2025
"6857","Normal",31,17,1,0,0,10,1,76,2413,41,3.207720949,1.568059848,2.28798701,3.587700563,32,1024,31,2413,41,28.53898534,32,961
"6669","Normal",33,2,1,0,0,10,0,177,5898,50,5.211894263,1.787615784,2.08952654,3.735270624,34,1156,33,5898,50,31.05317109,34,1089
"25857","Disease A",53,3,0,0,0,1,0,92,4928,92,12.38424666,1.49918432,1.667423394,2.499775007,62,3844,53,4928,92,46.66648551,62,2809
"6896","Normal",36,6,2,0,0,8,0,543,19964,54,6.919558849,1.762313579,5.041392226,8.884513978,43,1849,36,19964,54,36.06197346,43,1296
"3270","Normal",41,11,2,0,0,6,0,811,33665,73,11.01103583,1.840433302,3.029283717,5.575194634,44,1936,41,33665,73,39.97092038,44,1681
"16488","Disease A",63,3,5,2,0,26,4,284,18041,133,20.585702,1.66425919,2.978084336,4.956304226,83,6889,63,18041,133,55.0413417,83,3969
"14725","Normal",34,7,1,0,0,8,0,135,4702,45,4.944132325,1.946178712,3.645178147,7.094168112,36,1296,34,4702,45,31.25095554,36,1156
"2230","Normal",35,2,5,0,0,2,0,758,27226,53,5.777081459,1.778292174,4.081200492,7.257566895,39,1521,35,27226,53,33.5958048,39,1225
"95","Normal",42,6,1,0,0,4,0,597,25452,70,11.00966531,1.682849815,4.353182726,7.325752746,53,2809,42,25452,70,38.84203287,53,1764
"19237","Disease A",59,3,4,1,0,24,3,73,4376,97,16.73729328,4.560598198,1,4.560598198,69,4761,59,4376,97,49.57642502,69,3481
"23657","Disease A",51,2,4,2,0,39,6,110,5657,88,10.24340142,1.756065246,2.692651611,4.728471914,58,3364,51,5657,88,46.3923975,58,2601
"12680","Normal",45,10,2,0,0,7,0,519,23582,78,12.79488397,1.635024248,7.118365669,11.63870047,58,3364,45,23582,78,43.11942908,58,2025
"19671","Disease A",61,3,1,0,0,4,0,132,8136,110,16.45816552,2.473599101,1.713505571,4.238525839,71,5041,61,8136,110,52.60624171,71,3721
"12544","Normal",36,3,1,0,0,4,0,553,20170,60,6.333840911,1.652515928,3.864410439,6.385999801,39,1521,36,20170,60,34.12769871,39,1296
"13236","Normal",32,10,2,0,0,11,0,30,977,38,2.575525836,1.58113883,2,3.16227766,33,1089,32,977,38,29.26089541,33,1024
"8368","Normal",40,5,1,0,0,2,0,562,22507,69,8.657377082,1.659451014,4.511511655,7.486632591,43,1849,40,22507,69,39.99023457,43,1600
"25668","Disease A",48,3,4,1,0,26,4,20,970,56,4.511097427,1.424411592,1.789868723,2.549509757,50,2500,48,970,56,41.66173304,50,2304
"1860","Normal",40,4,2,0,0,2,0,89,3621,60,8.519640231,1.45762147,3.310660172,4.825689346,43,1849,40,3621,60,34.44748486,43,1600
"11185","Normal",44,14,2,0,0,8,0,566,25295,107,14.53556623,1.49169933,5.324473061,7.942512899,52,2704,44,25295,107,39.24323894,52,1936
"20202","Disease A",67,3,2,1,1,2,0,126,8513,140,22.50026455,1.566873088,3.046885962,4.774083617,92,8464,67,8513,140,57.94996473,92,4489
"21359","Disease A",51,2,5,3,0,41,6,133,6897,72,9.980055298,1.443340098,2.757818284,3.980469712,61,3721,51,6897,72,45.05794098,61,2601
"10783","Normal",34,3,1,0,0,5,0,113,3875,46,3.867266763,1.375982862,3.85613406,5.305974382,35,1225,34,3875,46,31.40373688,35,1156
"15854","Disease A",61,5,9,4,0,66,11,347,21271,111,16.59398176,1.726063668,4.43505027,7.655179137,73,5329,61,21271,111,57.4528249,73,3721
"28672","Disease A",47,4,1,0,0,2,0,53,2524,65,6.522819161,2.04617388,1.189153776,2.433215397,50,2500,47,2524,65,40.07516523,50,2209
"20389","Disease A",69,7,4,1,1,9,1,842,58714,131,24.10167497,1.66580154,5.865040497,9.769993493,104,10816,69,58714,131,63.63390878,104,4761
"21866","Disease A",45,4,2,0,1,2,0,59,2708,63,5.855607193,1.685686539,2.306672873,3.888327412,49,2401,45,2708,63,40.17609543,49,2025
"11553","Normal",41,8,2,0,0,9,0,389,16069,70,9.81735518,1.418447878,10.19088914,14.45524507,49,2401,41,16069,70,37.98697517,49,1681
"5854","Normal",42,11,5,0,0,10,0,274,11537,66,9.209246385,1.542605344,4.988370939,7.695087671,48,2304,42,11537,66,37.63792155,48,1764
"6883","Normal",37,35,1,0,0,3,0,519,19600,64,7.455584606,2.140687171,3.049862366,6.52880124,42,1764,37,19600,64,35.67304969,42,1369
"18813","Disease A",47,3,2,1,0,7,1,41,1932,64,6.268387586,1.469873405,2.414213562,3.548588308,50,2500,47,1932,64,41.06063333,50,2209
"14525","Normal",34,7,1,0,0,9,0,158,5452,47,4.50667578,1.552502953,4.332159016,6.725689666,35,1225,34,5452,47,32.74711312,35,1156
"9538","Normal",33,12,2,1,0,28,3,130,4349,47,4.415880433,1.572061043,3.476822756,5.465777607,35,1225,33,4349,47,30.64285586,35,1089
"12713","Normal",40,10,2,0,0,5,0,142,5731,56,7.84578473,1.94715132,3.436923307,6.692209753,45,2025,40,5731,56,35.83540228,45,1600
"8150","Normal",48,12,2,0,0,8,0,908,44059,96,14.7111693,1.991675658,8.771517109,17.47001711,61,3721,48,44059,96,43.97904487,61,2304
"28677","Disease A",58,3,1,0,0,1,0,30,1753,76,10.07141169,2.399007936,2.176397041,5.221193775,63,3969,58,1753,76,49.45974794,63,3364
"13039","Normal",36,8,2,0,0,6,0,366,13492,54,5.844524784,1.362692387,4.116244071,5.609174461,40,1600,36,13492,54,33.542771,40,1296
"19333","Disease A",83,8,2,1,1,4,0,158,13117,135,26.14395397,1.418630308,4.976653772,7.060031871,109,11881,83,13117,135,82.07398638,109,6889
"29425","Disease A",45,4,0,0,0,1,0,29,1330,53,3.14587853,1.871193398,1.457106781,2.726528589,46,2116,45,1330,53,39.39105447,46,2025
"15291","Disease A",54,3,5,2,0,28,4,46,2497,91,13.77221526,3.106270187,1.272792206,3.953636484,63,3969,54,2497,91,48.5299101,63,2916
"27987","Disease A",46,2,4,2,0,39,5,77,3587,66,6.937569468,1.521824981,1.993718434,3.034090518,49,2401,46,3587,66,40.29098704,49,2116
"4464","Normal",43,44,1,0,0,6,0,52,2286,72,12.55449659,1.471730141,2.5,3.679325353,47,2209,43,2286,72,35.29382164,47,1849
"1461","Normal",35,2,11,1,0,1,0,148,5219,50,6.127033584,1.588227225,3.13411437,4.977685768,36,1296,35,5219,50,31.70088242,36,1225
"25222","Disease A",72,2,1,0,1,1,0,79,5689,121,23.14976009,1.46790429,1.954438129,2.868928114,88,7744,72,5689,121,63.12455038,88,5184
"13380","Normal",35,2,0,0,0,5,0,161,5666,47,4.673169087,1.357089657,3.913436145,5.310883715,36,1296,35,5666,47,31.85467779,36,1225
"13772","Normal",34,3,2,0,0,7,0,444,15509,53,5.158086453,1.481688371,5.773813417,8.554992195,37,1369,34,15509,53,32.47681085,37,1156
"2546","Normal",40,4,6,0,0,3,0,185,7519,61,9.050011199,1.436474785,3.60822255,5.183120711,46,2116,40,7519,61,35.99429384,46,1600
"22331","Disease A",87,12,3,1,1,10,1,234,20391,174,33.33224357,3.127013534,10.59671878,33.13608305,154,23716,87,20391,174,85.95526565,154,7569
"2547","Normal",36,6,2,0,0,3,0,568,20934,66,6.504873579,1.590899186,4.994284578,7.94540327,39,1521,36,20934,66,35.466881,39,1296
"15485","Disease A",74,6,3,1,2,4,0,153,11415,138,28.09938012,2.095381368,2.887725942,6.050887135,110,12100,74,11415,138,64.59081867,110,5476
"20378","Disease A",62,3,1,1,0,5,0,195,12158,125,20.011407,1.852440762,2.55689722,4.736500633,80,6400,62,12158,125,56.03039468,80,3844
"10223","Normal",34,4,11,0,0,4,0,74,2517,47,4.783134786,1.446716507,3.158637638,4.56965321,37,1369,34,2517,47,31.06466664,37,1156
"7400","Normal",42,5,3,0,0,7,0,199,8415,75,11.36290359,2.243621439,3.487784847,7.825268857,54,2916,42,8415,75,40.15547673,54,1764
"12530","Normal",34,10,1,0,0,9,0,167,5756,45,4.389017322,1.364530155,3.194366305,4.358809149,35,1225,34,5756,45,30.90898364,35,1156
"6083","Normal",37,5,8,0,0,3,0,248,9404,53,7.159755357,1.522206259,4.14439966,6.308631104,42,1764,37,9404,53,33.58439058,42,1369
"12058","Normal",34,3,4,0,0,14,1,53,1802,47,3.756754922,1.705055822,2.014213562,3.434346561,34,1156,34,1802,47,29.89099694,34,1156
"19835","Disease A",73,5,2,1,1,1,0,156,11520,184,33.1796779,1.913664085,4.697510202,8.989456564,137,18769,73,11520,184,76.24168723,137,5329
"10815","Normal",36,21,1,0,0,1,0,142,5227,50,5.692842059,1.433873133,3.291528793,4.719634702,38,1444,36,5227,50,33.72673951,38,1296
"11295","Normal",40,4,2,0,0,5,0,351,14366,81,13.75176756,1.639364714,4.058428702,6.653244807,45,2025,40,14366,81,41.84553062,45,1600
"14628","Normal",31,2,1,0,0,3,0,108,3448,41,3.34995854,1.637427153,2.665264893,4.364177104,32,1024,31,3448,41,28.82723121,32,961
"16494","Disease A",64,3,4,2,0,28,4,483,31268,152,23.74419402,1.714610122,3.650362936,6.258949241,81,6561,64,31268,152,58.41477308,81,4096
"11951","Normal",33,3,1,0,0,4,0,156,5245,48,4.7494939,1.532879497,3.400662145,5.212805279,34,1156,33,5245,48,32.14460516,34,1089
"18372","Disease A",61,3,1,1,1,1,0,281,17291,122,18.87211127,2.017653515,3.292706406,6.643540653,79,6241,61,17291,122,57.02790102,79,3721
"17063","Disease A",59,4,5,2,0,32,4,255,15274,111,16.86602339,2.115614613,3.463663299,7.327776689,71,5041,59,15274,111,58.04122943,71,3481
"4577","Normal",42,27,1,0,0,5,0,77,3270,72,11.15417341,2.398714849,3.307377184,7.933454765,48,2304,42,3270,72,37.25935775,48,1764
"22572","Disease A",44,3,2,1,0,12,1,133,5879,61,4.744605168,1.919120795,1.965958265,3.772911388,44,1936,44,5879,61,39.28199572,44,1936
"15654","Disease A",65,3,3,1,0,12,1,346,22659,159,27.24975473,1.933515082,2.657128893,5.137598789,86,7396,65,22659,159,65.37121655,86,4225
"27214","Disease A",50,3,3,2,0,22,3,136,6838,73,8.780828046,2.835008383,1.79660625,5.09339378,56,3136,50,6838,73,43.74197405,56,2500
"10023","Normal",36,3,2,0,0,11,0,333,12272,56,6.22380396,1.528689921,4.596168083,7.026115824,40,1600,36,12272,56,35.01827065,40,1296
"19383","Disease A",60,4,9,2,3,3,0,45,2721,102,16.45870253,1.54148521,2.78798701,4.297640742,66,4356,60,2721,102,50.67346446,66,3600
"18453","Disease A",60,4,8,3,0,59,9,416,25258,123,16.85536607,1.684740064,3.116984461,5.251308601,72,5184,60,25258,123,56.56085049,72,3600
"17997","Disease A",57,4,2,1,1,4,0,209,12054,117,17.53588256,2.334065395,2.19445069,5.121991417,69,4761,57,12054,117,50.3764299,69,3249
"16437","Disease A",49,2,4,1,0,22,3,46,2280,72,10.00326034,2.71551373,1.412762224,3.836375215,54,2916,49,2280,72,44.63474957,54,2401
"8832","Normal",32,3,3,0,0,8,0,351,11497,44,3.835655187,1.64621047,4.302963864,7.083584167,34,1156,32,11497,44,31.30872829,34,1024
"20173","Disease A",49,3,2,1,1,2,0,24,1183,69,8.539125638,1.958866544,2.210303465,4.32968951,51,2601,49,1183,69,42.37186567,51,2401
"13596","Normal",29,0,9,0,0,1,0,84,2489,35,1.349603116,2.197812454,1.740312203,3.824879832,29,841,29,2489,35,26.82172183,29,841
"26297","Disease A",57,3,4,2,0,25,3,96,5490,83,14.030844,2.267836261,1.655572484,3.754567314,61,3721,57,5490,83,50.4940178,61,3249
"25473","Disease A",73,6,2,1,1,2,0,220,16207,167,28.34487287,1.685306838,15.76606699,26.57066051,150,22500,73,16207,167,72.74200987,150,5329
"16902","Disease A",58,4,5,2,0,37,5,509,29812,116,16.83299454,1.492640312,4.274873269,6.38084817,73,5329,58,29812,116,53.08561495,73,3364
"12948","Normal",40,3,2,0,0,1,0,123,4925,52,6.219560019,1.305379809,3.665322905,4.784638513,42,1764,40,4925,52,37.1642148,42,1600
"14108","Normal",38,6,1,0,0,2,0,91,3482,54,5.977981577,1.22096211,6.5,7.936253712,42,1764,38,3482,54,34.43707432,42,1444
"20442","Disease A",60,3,1,1,1,3,0,138,8346,97,12.62789642,1.675942507,3.22831258,5.410466278,68,4624,60,8346,97,54.26164471,68,3600
"10561","Normal",32,1,4,0,0,1,0,48,1539,36,1.947220241,3.819803903,0.833333333,3.183169919,32,1024,32,1539,36,26.58359457,32,1024
"14864","Disease A",74,8,3,1,1,8,1,811,60083,217,33.51295828,1.830805944,4.073442393,7.457682547,103,10609,74,60083,217,77.71663569,103,5476
"718","Normal",51,9,1,0,0,3,0,139,7089,89,16.27705274,2.360481944,2.671017508,6.3048886,58,3364,51,7089,89,45.3209974,58,2601
"18670","Disease A",69,3,8,2,1,19,3,186,12979,150,27.09898224,2.505712094,2.106439777,5.278131624,79,6241,69,12979,150,68.93779337,79,4761
"4800","Normal",39,10,4,0,0,5,0,130,5108,56,8.024481771,2.113617694,5.656854249,11.95642723,43,1849,39,5108,56,36.13489683,43,1521
"681","Normal",42,5,1,0,0,10,0,359,15385,71,9.831448602,1.259682914,4.604283893,5.799937749,46,2116,42,15385,71,42.40368408,46,1764
"670","Normal",49,5,2,0,0,3,0,624,30819,108,15.7583413,1.612200395,5.066182708,8.167701763,55,3025,49,30819,108,49.7076872,55,2401
"16652","Disease A",57,6,3,1,1,6,0,66,3775,97,15.16824834,2.116519456,3.94709434,8.354101966,77,5929,57,3775,97,49.50191303,77,3249
"14739","Normal",39,6,1,0,0,6,0,411,16047,67,8.290204697,1.771907964,4.424169803,7.839221706,48,2304,39,16047,67,36.37340142,48,1521
"307","Normal",55,23,3,0,0,7,0,299,16675,103,19.8305531,1.571008662,5.248699613,8.245752559,76,5776,55,16675,103,47.36822948,76,3025
"23595","Disease A",73,3,5,1,2,2,0,405,29872,151,26.12803234,2.53266072,2.111245273,5.347067974,92,8464,73,29872,151,61.92701798,92,5329
"26777","Disease A",65,3,1,1,0,13,2,56,3675,109,18.27908641,2.368787919,1.755942575,4.159455557,71,5041,65,3675,109,64.14924006,71,4225
"16196","Disease A",64,4,2,1,0,9,1,165,10562,143,21.42216354,1.587341202,4.189335573,6.649904963,81,6561,64,10562,143,60.57257105,81,4096
"16429","Disease A",60,2,1,1,0,8,1,361,21779,131,20.10505649,1.995075777,2.212329494,4.413764985,70,4900,60,21779,131,57.79055219,70,3600
"23244","Disease A",57,3,6,2,0,39,6,104,5953,114,17.1951469,3.434272419,1.665285354,5.71904356,75,5625,57,5953,114,52.13600926,75,3249
"26854","Disease A",55,3,1,0,1,1,0,37,2058,93,13.85640646,1.585338732,2.060660172,3.266844384,60,3600,55,2058,93,51.76767227,60,3025
"25929","Disease A",51,2,0,0,0,0,0,20,1037,79,10.53090689,1.95836944,0.824264069,1.614213562,54,2916,51,1037,79,40.45985665,54,2601
